2.011000000000000000e+03,-7.095499999999999829e+01,4.225500000000000256e+01,2.400000000000000000e+01,2.400000000000000000e+01,6.320000000000000097e-03,1.800000000000000000e+01,2.310000000000000053e+00,0.000000000000000000e+00,5.380000000000000338e-01,6.575000000000000178e+00,6.520000000000000284e+01,4.089999999999999858e+00,1.000000000000000000e+00,2.960000000000000000e+02,1.530000000000000071e+01,3.968999999999999773e+02,1.000000000000000000e+00
2.021000000000000000e+03,-7.095000000000000284e+01,4.228750000000000142e+01,2.160000000000000142e+01,2.160000000000000142e+01,2.731000000000000094e-02,0.000000000000000000e+00,7.070000000000000284e+00,0.000000000000000000e+00,4.689999999999999725e-01,6.421000000000000263e+00,7.890000000000000568e+01,4.967100000000000293e+00,2.000000000000000000e+00,2.420000000000000000e+02,1.780000000000000071e+01,3.968999999999999773e+02,1.000000000000000000e+00
2.022000000000000000e+03,-7.093600000000000705e+01,4.228300000000000125e+01,3.470000000000000284e+01,3.470000000000000284e+01,2.728999999999999829e-02,0.000000000000000000e+00,7.070000000000000284e+00,0.000000000000000000e+00,4.689999999999999725e-01,7.184999999999999609e+00,6.110000000000000142e+01,4.967100000000000293e+00,2.000000000000000000e+00,2.420000000000000000e+02,1.780000000000000071e+01,3.928299999999999841e+02,1.000000000000000000e+00
2.031000000000000000e+03,-7.092799999999999727e+01,4.229299999999999926e+01,3.339999999999999858e+01,3.339999999999999858e+01,3.237000000000000294e-02,0.000000000000000000e+00,2.180000000000000160e+00,0.000000000000000000e+00,4.580000000000000182e-01,6.998000000000000220e+00,4.579999999999999716e+01,6.062199999999999811e+00,3.000000000000000000e+00,2.220000000000000000e+02,1.869999999999999929e+01,3.946299999999999955e+02,1.000000000000000000e+00
2.032000000000000000e+03,-7.092199999999999704e+01,4.229800000000000182e+01,3.620000000000000284e+01,3.620000000000000284e+01,6.905000000000000027e-02,0.000000000000000000e+00,2.180000000000000160e+00,0.000000000000000000e+00,4.580000000000000182e-01,7.147000000000000242e+00,5.420000000000000284e+01,6.062199999999999811e+00,3.000000000000000000e+00,2.220000000000000000e+02,1.869999999999999929e+01,3.968999999999999773e+02,1.000000000000000000e+00
2.033000000000000000e+03,-7.091649999999999920e+01,4.230400000000000205e+01,2.869999999999999929e+01,2.869999999999999929e+01,2.985000000000000153e-02,0.000000000000000000e+00,2.180000000000000160e+00,0.000000000000000000e+00,4.580000000000000182e-01,6.429999999999999716e+00,5.870000000000000284e+01,6.062199999999999811e+00,3.000000000000000000e+00,2.220000000000000000e+02,1.869999999999999929e+01,3.941200000000000045e+02,1.000000000000000000e+00
2.041000000000000000e+03,-7.093600000000000705e+01,4.229699999999999704e+01,2.289999999999999858e+01,2.289999999999999858e+01,8.828999999999999349e-02,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.011999999999999567e+00,6.659999999999999432e+01,5.560500000000000220e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.956000000000000227e+02,1.000000000000000000e+00
2.042000000000000000e+03,-7.093750000000000000e+01,4.231000000000000227e+01,2.710000000000000142e+01,2.210000000000000142e+01,1.445500000000000118e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.171999999999999709e+00,9.609999999999999432e+01,5.950499999999999901e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.968999999999999773e+02,0.000000000000000000e+00
2.043000000000000000e+03,-7.093300000000000693e+01,4.231199999999999761e+01,1.650000000000000000e+01,1.650000000000000000e+01,2.112400000000000111e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,5.631000000000000227e+00,1.000000000000000000e+02,6.082099999999999618e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.866299999999999955e+02,0.000000000000000000e+00
2.044000000000000000e+03,-7.092900000000000205e+01,4.231600000000000250e+01,1.889999999999999858e+01,1.889999999999999858e+01,1.700399999999999967e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.003999999999999559e+00,8.590000000000000568e+01,6.592100000000000293e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.867099999999999795e+02,0.000000000000000000e+00
2.045000000000000000e+03,-7.093500000000000227e+01,4.231600000000000250e+01,1.500000000000000000e+01,1.500000000000000000e+01,2.248900000000000066e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.376999999999999780e+00,9.429999999999999716e+01,6.346700000000000230e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.925199999999999818e+02,0.000000000000000000e+00
2.046000000000000000e+03,-7.094400000000000261e+01,4.231700000000000017e+01,1.889999999999999858e+01,1.889999999999999858e+01,1.174700000000000050e-01,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,6.009000000000000341e+00,8.290000000000000568e+01,6.226700000000000124e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.968999999999999773e+02,0.000000000000000000e+00
2.047000000000000000e+03,-7.095099999999999341e+01,4.230599999999999739e+01,2.169999999999999929e+01,2.169999999999999929e+01,9.378000000000000225e-02,1.250000000000000000e+01,7.870000000000000107e+00,0.000000000000000000e+00,5.240000000000000213e-01,5.889000000000000234e+00,3.900000000000000000e+01,5.450899999999999856e+00,5.000000000000000000e+00,3.110000000000000000e+02,1.519999999999999929e+01,3.905000000000000000e+02,0.000000000000000000e+00
2.051000000000000000e+03,-7.096450000000000102e+01,4.229200000000000159e+01,2.039999999999999858e+01,2.039999999999999858e+01,6.297599999999999865e-01,0.000000000000000000e+00,8.140000000000000568e+00,0.000000000000000000e+00,5.380000000000000338e-01,5.948999999999999844e+00,6.179999999999999716e+01,4.707499999999999574e+00,4.000000000000000000e+00,3.070000000000000000e+02,2.100000000000000000e+01,3.968999999999999773e+02,1.000000000000000000e+00
2.052000000000000000e+03,-7.097199999999999420e+01,4.228699999999999903e+01,1.819999999999999929e+01,1.819999999999999929e+01,6.379599999999999715e-01,0.000000000000000000e+00,8.140000000000000568e+00,0.000000000000000000e+00,5.380000000000000338e-01,6.096000000000000085e+00,8.450000000000000000e+01,4.461899999999999977e+00,4.000000000000000000e+00,3.070000000000000000e+02,2.100000000000000000e+01,3.800199999999999818e+02,1.000000000000000000e+00
2.053000000000000000e+03,-7.097650000000000148e+01,4.229399999999999693e+01,1.989999999999999858e+01,1.989999999999999858e+01,6.273900000000000032e-01,0.000000000000000000e+00,8.140000000000000568e+00,0.000000000000000000e+00,5.380000000000000338e-01,5.833999999999999631e+00,5.650000000000000000e+01,4.498599999999999710e+00,4.000000000000000000e+00,3.070000000000000000e+02,2.100000000000000000e+01,3.956200000000000045e+02,1.000000000000000000e+00
2.054000000000000000e+03,-7.098699999999999477e+01,4.229849999999999710e+01,2.310000000000000142e+01,2.310000000000000142e+01,1.053930000000000033e+00,0.000000000000000000e+00,8.140000000000000568e+00,0.000000000000000000e+00,5.380000000000000338e-01,5.934999999999999609e+00,2.930000000000000071e+01,4.498599999999999710e+00,4.000000000000000000e+00,3.070000000000000000e+02,2.100000000000000000e+01,3.868500000000000227e+02,1.000000000000000000e+00
2.055000000000000000e+03,-7.097799999999999443e+01,4.228499999999999659e+01,1.750000000000000000e+01,1.750000000000000000e+01,7.842000000000000082e-01,0.000000000000000000e+00,8.140000000000000568e+00,0.000000000000000000e+00,5.380000000000000338e-01,5.990000000000000213e+00,8.170000000000000284e+01,4.257900000000000240e+00,4.000000000000000000e+00,3.070000000000000000e+02,2.100000000000000000e+01,3.867500000000000000e+02,0.000000000000000000e+00
